SOLUTION_MASTER_SPECIES
#element	master species	alkalinity	gfw|formula	gfw of element	source
	delta_h	-263.980 
	analytic	-2.50072E+1 0E+0 1.37886E+4 0E+0 0E+0 
	# source	sit.dat
CaI2(s)
	CaI2 = Ca+2 + 2I-
	log_k	22.5
	analytic	2.25E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CaMg3(CO3)4(s)
	CaMg3(CO3)4 = Ca+2 + 3Mg+2 + 4CO3-2
	log_k	-30.81
	delta_h	-112.340 
	analytic	-5.04911E+1 0E+0 5.86792E+3 0E+0 0E+0 
	# source	sit.dat
CaMoO4(s)
	CaMoO4 = Ca+2 + MoO4-2
	log_k	-7.9
	delta_h	1.424 
	analytic	-7.65053E+0 0E+0 -7.43806E+1 0E+0 0E+0 
	# source	sit.dat
CaO(cr)
	CaO = Ca+2 - 2H+ + H2O
	log_k	32.7
	delta_h	-193.910 
	analytic	-1.27152E+0 0E+0 1.01286E+4 0E+0 0E+0 
	# source	sit.dat
CaSn(OH)6(s)
	CaSn(OH)6 = Ca+2 + Sn+4 - 6H+ + 6H2O
	log_k	-0.74
	analytic	-7.4E-1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CaU2O7:3H2O(cr)
	CaU2O7:3H2O = Ca+2 + 2UO2+2 - 6H+ + 6H2O
	log_k	23.4
	analytic	2.34E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cadmoselite
	CdSe = Cd+2 - H+ + HSe-
	log_k	-18.68
	delta_h	81.480 
	analytic	-4.40534E+0 0E+0 -4.25599E+3 0E+0 0E+0 
	# source	sit.dat
Calcite
	CaCO3 = Ca+2 + CO3-2
	log_k	-8.48
	delta_h	-10.620 
	analytic	-1.03405E+1 0E+0 5.5472E+2 0E+0 0E+0 
	# source	sit.dat
Carnallite
	KMgCl3:6H2O = Mg+2 + K+ + 3Cl- + 6H2O
	log_k	4.33
	delta_h	9.339 
	analytic	5.96612E+0 0E+0 -4.87809E+2 0E+0 0E+0 
	# source	sit.dat
Cassiterite
	SnO2 = Sn+4 - 4H+ + 2H2O
	log_k	-15.6
	delta_h	-25.529 
	analytic	-2.00725E+1 0E+0 1.33347E+3 0E+0 0E+0 
	# source	sit.dat
Cattierite
	CoS2 = Co+2 + 2HS- - H2O + 0.500O2
	log_k	-62.97
	delta_h	340.463 
	analytic	-3.32353E+0 0E+0 -1.77836E+4 0E+0 0E+0 
	# source	sit.dat
Cd(CO3)(s)
	Cd(CO3) = Cd+2 + CO3-2
	log_k	-12.1
	delta_h	1.482 
	analytic	-1.18404E+1 0E+0 -7.74101E+1 0E+0 0E+0 
	# source	sit.dat
Cd(OH)2(s)
	Cd(OH)2 = Cd+2 - 2H+ + 2H2O
	log_k	13.86
	delta_h	-87.730 
	analytic	-1.50961E+0 0E+0 4.58245E+3 0E+0 0E+0 
	# source	sit.dat
Cd(SO4)(cr)
	Cd(SO4) = Cd+2 + SO4-2
	log_k	-0.16
	delta_h	-51.980 
	analytic	-9.26649E+0 0E+0 2.7151E+3 0E+0 0E+0 
	# source	sit.dat
Cd(SO4):2.67H2O(cr)
	Cd(SO4):2.67H2O = Cd+2 + SO4-2 + 2.670H2O
	log_k	-1.55
	delta_h	-20.126 
	analytic	-5.07592E+0 0E+0 1.05125E+3 0E+0 0E+0 
	# source	sit.dat
Cd(SeCn)2(cr)
	Cd(SeCn)2 = Cd+2 + 2H+ + 2Cn- + 2HSe- - 2H2O + O2
	log_k	-117.73
	analytic	-1.1773E+2 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cd(cr)
	Cd = Cd+2 + H2O - 2H+ - 0.500O2
	log_k	56.61
	delta_h	-355.683 
	analytic	-5.7029E+0 0E+0 1.85786E+4 0E+0 0E+0 
	# source	sit.dat
Cd3(AsO4)2(s)
	Cd3(AsO4)2 = 3Cd+2 + 2AsO4-3
	log_k	-32.62
	analytic	-3.262E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cd3(PO4)2(s)
	Cd3(PO4)2 = 3Cd+2 - 4H+ + 2H2(PO4)-
	log_k	8.97
	delta_h	-206.960 
	analytic	-2.72878E+1 0E+0 1.08103E+4 0E+0 0E+0 
	# source	sit.dat
Cd5(PO4)3Cl(cr)
	Cd5(PO4)3Cl = 5Cd+2 - 6H+ + Cl- + 3H2(PO4)-
	log_k	12.67
	analytic	1.267E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cd5(PO4)3OH(cr)
	Cd5(PO4)3OH = 5Cd+2 - 7H+ + 3H2(PO4)- + H2O
	log_k	19.84
	analytic	1.984E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CdB2O4(s)
	CdB2O4 = Cd+2 + 2B(OH)4- - 4H2O
	log_k	-8.64
	analytic	-8.64E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CdCl2(s)
	CdCl2 = Cd+2 + 2Cl-
	log_k	-0.66
	delta_h	-18.580 
	analytic	-3.91507E+0 0E+0 9.705E+2 0E+0 0E+0 
	# source	sit.dat
CdCl2:2.5H2O(s)
	CdCl2:2.5H2O = Cd+2 + 2Cl- + 2.500H2O
	log_k	-1.9
	delta_h	7.285 
	analytic	-6.23725E-1 0E+0 -3.80521E+2 0E+0 0E+0 
	# source	sit.dat
CdCl2:H2O(cr)
	CdCl2:H2O = Cd+2 + 2Cl- + H2O
	log_k	-1.69
	delta_h	-7.470 
	analytic	-2.99869E+0 0E+0 3.90185E+2 0E+0 0E+0 
	# source	sit.dat
CdO(s)
	CdO = Cd+2 - 2H+ + H2O
	log_k	15.1
	delta_h	-103.400 
	analytic	-3.01488E+0 0E+0 5.40095E+3 0E+0 0E+0 
	# source	sit.dat
CdS(s)
	CdS = Cd+2 - H+ + HS-
	log_k	-14.82
	delta_h	56.570 
	analytic	-4.90938E+0 0E+0 -2.95485E+3 0E+0 0E+0 
	# source	sit.dat
CdSiO3(cr)
	CdSiO3 = Cd+2 - 2H+ + H4(SiO4) - H2O
	log_k	7.79
	delta_h	-62.194 
	analytic	-3.10591E+0 0E+0 3.24861E+3 0E+0 0E+0 
	# source	sit.dat
Celadonite-Fe
	KFeAlSi4O10(OH)2 = K+ + Fe+2 + Al+3 - 6H+ + 4H4(SiO4) - 4H2O
	log_k	10.22
	delta_h	-103.866 
	analytic	-7.97652E+0 0E+0 5.42529E+3 0E+0 0E+0 
	# source	sit.dat
Celadonite-Mg
	KMgAlSi4O10(OH)2 = Mg+2 + K+ + Al+3 - 6H+ + 4H4(SiO4) - 4H2O
	log_k	10.22
	delta_h	-124.256 
	analytic	-1.15487E+1 0E+0 6.49033E+3 0E+0 0E+0 
	# source	sit.dat
Celestite
	Sr(SO4) = Sr+2 + SO4-2
	log_k	-6.62
	delta_h	-2.451 
	analytic	-7.0494E+0 0E+0 1.28024E+2 0E+0 0E+0 
	# source	sit.dat
Cerussite
	Pb(CO3) = Pb+2 + CO3-2
	log_k	-13.29
	delta_h	27.414 
	analytic	-8.48728E+0 0E+0 -1.43193E+3 0E+0 0E+0 
	# source	sit.dat
Chabazite
	CaAl2Si4O12:6H2O = Ca+2 + 2Al+3 - 8H+ + 4H4(SiO4) + 2H2O
	log_k	11.54
	delta_h	-209.796 
	analytic	-2.52146E+1 0E+0 1.09584E+4 0E+0 0E+0 
	# source	sit.dat
Chamosite
	Fe5Al2Si3O10(OH)8 = 5Fe+2 + 2Al+3 - 16H+ + 3H4(SiO4) + 6H2O
	log_k	47.6
	delta_h	-504.512 
	analytic	-4.07866E+1 0E+0 2.63525E+4 0E+0 0E+0 
	# source	sit.dat
Chloroapatite
	Ca5Cl(PO4)3 = 5Ca+2 - 6H+ + Cl- + 3H2(PO4)-
	log_k	5.21
	delta_h	-132.541 
	analytic	-1.80102E+1 0E+0 6.92309E+3 0E+0 0E+0 
	# source	sit.dat
Chromite
	FeCr2O4 = Fe+2 - 8H+ + 2Cr+3 + 4H2O
	log_k	15.12
	delta_h	-268.820 
	analytic	-3.19752E+1 0E+0 1.40414E+4 0E+0 0E+0 
	# source	sit.dat
Clarkeite
	Na(UO2)O(OH) = Na+ + UO2+2 - 3H+ + 2H2O
	log_k	9.4
	delta_h	-106.300 
	analytic	-9.22293E+0 0E+0 5.55243E+3 0E+0 0E+0 
	# source	sit.dat
Claudetite
	As2O3 = - 3H2O + 2H3(AsO3)
	log_k	-1.46
	delta_h	28.240 
	analytic	3.48743E+0 0E+0 -1.47508E+3 0E+0 0E+0 
	# source	sit.dat
Clausthalite
	PbSe = Pb+2 - H+ + HSe-
	log_k	-20.53
	delta_h	113.720 
	analytic	-6.0714E-1 0E+0 -5.94E+3 0E+0 0E+0 
	# source	sit.dat
Clinochlore
	Mg5Al2Si3O10(OH)8 = 5Mg+2 + 2Al+3 - 16H+ + 3H4(SiO4) + 6H2O
	log_k	61.72
	delta_h	-600.772 
	analytic	-4.35306E+1 0E+0 3.13805E+4 0E+0 0E+0 
	# source	sit.dat
Clinoptilolite_Ca
	Ca0.55(Si4.9Al1.1)O12:3.9H2O = 0.550Ca+2 + 1.100Al+3 - 4.400H+ + 4.900H4(SiO4) - 3.700H2O
	log_k	-2.35
	delta_h	-68.512 
	analytic	-1.43528E+1 0E+0 3.57863E+3 0E+0 0E+0 
	# source	sit.dat
Clinoptilolite_K
	K1.1(Si4.9Al1.1)O12:2.7H2O = 1.100K+ + 1.100Al+3 - 4.400H+ + 4.900H4(SiO4) - 4.900H2O
	log_k	-1.23
	delta_h	-60.128 
	analytic	-1.1764E+1 0E+0 3.1407E+3 0E+0 0E+0 
	# source	sit.dat
Clinoptilolite_Na
	Na1.1(Si4.9Al1.1)O12:3.5H2O = 1.100Na+ + 1.100Al+3 - 4.400H+ + 4.900H4(SiO4) - 4.100H2O
	log_k	-0.09
	delta_h	-62.470 
	analytic	-1.10343E+1 0E+0 3.26303E+3 0E+0 0E+0 
	# source	sit.dat
Cm(CO3)(OH)(cr)
	Cm(CO3)(OH) = - H+ + CO3-2 + Cm+3 + H2O
	log_k	-10.34
	analytic	-1.034E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cm(CO3)(OH):0.5H2O(s)
	Cm(CO3)(OH):0.5H2O = - H+ + CO3-2 + Cm+3 + 1.500H2O
	log_k	-7.78
	analytic	-7.78E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cm(OH)3(am)
	Cm(OH)3 = - 3H+ + Cm+3 + 3H2O
	log_k	17.9
	analytic	1.79E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cm(OH)3(cr)
	Cm(OH)3 = - 3H+ + Cm+3 + 3H2O
	log_k	15.6
	analytic	1.56E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cm(PO4):xH2O(s)
	Cm(PO4) = - 2H+ + H2(PO4)- + Cm+3
	log_k	-4.97
	analytic	-4.97E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cm(cr)
	Cm = Cm+3 + 1.500H2O - 3H+ - 0.750O2
	log_k	168.795
	delta_h	-1034.645 
	analytic	-1.24667E+1 0E+0 5.40432E+4 0E+0 0E+0 
	# source	sit.dat
Cm2(CO3)3(am)
	Cm2(CO3)3 = 3CO3-2 + 2Cm+3
	log_k	-33.9
	analytic	-3.39E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Cm2O3(cr)
	Cm2O3 = - 6H+ + 2Cm+3 + 3H2O
	log_k	53.1
	delta_h	-403.490 
	analytic	-1.75883E+1 0E+0 2.10757E+4 0E+0 0E+0 
	# source	sit.dat
CmCl3(cr)
	CmCl3 = 3Cl- + Cm+3
	log_k	15.07
	delta_h	-141.840 
	analytic	-9.77926E+0 0E+0 7.40881E+3 0E+0 0E+0 
	# source	sit.dat
CmF3(cr)
	CmF3 = 3F- + Cm+3
	log_k	-13.16
	delta_h	-32.036 
	analytic	-1.87725E+1 0E+0 1.67335E+3 0E+0 0E+0 
	# source	sit.dat
CmOCl(cr)
	CmOCl = - 2H+ + Cl- + Cm+3 + H2O
	log_k	9.49
	delta_h	-104.710 
	analytic	-8.85438E+0 0E+0 5.46938E+3 0E+0 0E+0 
	# source	sit.dat
CmOHCO3(am)
	CmOHCO3 = - H+ + CO3-2 + Cm+3 + H2O
	log_k	-6.12
	analytic	-6.12E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Co(FeO2)2(alpha)
	Co(FeO2)2 = 2Fe+3 + Co+2 - 8H+ + 4H2O
	log_k	0.77
	delta_h	-159.200 
	analytic	-2.71206E+1 0E+0 8.31558E+3 0E+0 0E+0 
	# source	sit.dat
Co(OH)2(s,blue)
	Co(OH)2 = Co+2 - 2H+ + 2H2O
	log_k	13.8
	analytic	1.38E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Co(OH)2(s,rose1)
	Co(OH)2 = Co+2 - 2H+ + 2H2O
	log_k	12.2
	delta_h	-88.460 
	analytic	-3.2975E+0 0E+0 4.62058E+3 0E+0 0E+0 
	# source	sit.dat
Co(OH)2(s,rose2)
	Co(OH)2 = Co+2 - 2H+ + 2H2O
	log_k	13.2
	delta_h	-93.560 
	analytic	-3.19098E+0 0E+0 4.88697E+3 0E+0 0E+0 
	# source	sit.dat
Co(SeO3):2H2O(s)
	Co(SeO3):2H2O = Co+2 + SeO3-2 + 2H2O
	log_k	-7.9
	delta_h	-20.860 
	analytic	-1.15545E+1 0E+0 1.08959E+3 0E+0 0E+0 
	# source	sit.dat
Co(SeO4):6H2O(s)
	Co(SeO4):6H2O = Co+2 + SeO4-2 + 6H2O
	log_k	-1.76
	delta_h	-3.299 
	analytic	-2.33796E+0 0E+0 1.72319E+2 0E+0 0E+0 
	# source	sit.dat
Co(cr)
	Co = Co+2 + H2O - 2H+ - 0.500O2
	log_k	52.73
	delta_h	-337.363 
	analytic	-6.37337E+0 0E+0 1.76217E+4 0E+0 0E+0 
	# source	sit.dat
Co0.84Se(cr)
	Co0.84Se = 0.840Co+2 - 0.680H+ + HSe- - 0.160H2O + 0.080O2
	log_k	-16.178
	delta_h	66.078 
	analytic	-4.60203E+0 0E+0 -3.45149E+3 0E+0 0E+0 
	# source	sit.dat
Co2SiO4(s)
	Co2SiO4 = 2Co+2 - 4H+ + H4(SiO4)
	log_k	7.35
	delta_h	-99.394 
	analytic	-1.00631E+1 0E+0 5.1917E+3 0E+0 0E+0 
	# source	sit.dat
Co3(AsO4)2(s)
	Co3(AsO4)2 = 3Co+2 + 2AsO4-3
	log_k	-27.56
	analytic	-2.756E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Co3(PO4)2(s)
	Co3(PO4)2 = 3Co+2 - 4H+ + 2H2(PO4)-
	log_k	4.36
	analytic	4.36E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Co3O4(s)
	Co3O4 = 3Co+2 - 6H+ + 3H2O + 0.500O2
	log_k	11.87
	delta_h	-117.537 
	analytic	-8.72157E+0 0E+0 6.13938E+3 0E+0 0E+0 
	# source	sit.dat
CoCl2(s)
	CoCl2 = Co+2 + 2Cl-
	log_k	8.47
	delta_h	-79.220 
	analytic	-5.40873E+0 0E+0 4.13794E+3 0E+0 0E+0 
	# source	sit.dat
CoCl2:6H2O(s)
	CoCl2:6H2O = Co+2 + 2Cl- + 6H2O
	log_k	2.54
	delta_h	8.060 
	analytic	3.95205E+0 0E+0 -4.21003E+2 0E+0 0E+0 
	# source	sit.dat
CoF2(s)
	CoF2 = Co+2 + 2F-
	log_k	-1.39
	delta_h	-56.770 
	analytic	-1.13357E+1 0E+0 2.9653E+3 0E+0 0E+0 
	# source	sit.dat
CoHPO4(s)
	CoHPO4 = Co+2 - H+ + H2(PO4)-
	log_k	0.49
	analytic	4.9E-1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CoO(s)
	CoO = Co+2 - 2H+ + H2O
	log_k	13.77
	delta_h	-105.530 
	analytic	-4.71804E+0 0E+0 5.51221E+3 0E+0 0E+0 
	# source	sit.dat
CoS(alpha)
	CoS = Co+2 - H+ + HS-
	log_k	-7.44
	delta_h	11.836 
	analytic	-5.36642E+0 0E+0 -6.18236E+2 0E+0 0E+0 
	# source	sit.dat
CoS(beta)
	CoS = Co+2 - H+ + HS-
	log_k	-11.07
	analytic	-1.107E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CoSO4(s)
	CoSO4 = Co+2 + SO4-2
	log_k	3.01
	delta_h	-78.680 
	analytic	-1.07741E+1 0E+0 4.10974E+3 0E+0 0E+0 
	# source	sit.dat
CoSO4:6H2O(s)
	CoSO4:6H2O = Co+2 + SO4-2 + 6H2O
	log_k	-2.2
	delta_h	1.570 
	analytic	-1.92495E+0 0E+0 -8.20067E+1 0E+0 0E+0 
	# source	sit.dat
CoSO4:H2O(s)
	CoSO4:H2O = Co+2 + SO4-2 + H2O
	log_k	-1.05
	delta_h	-52.050 
	analytic	-1.01688E+1 0E+0 2.71876E+3 0E+0 0E+0 
	# source	sit.dat
CoSe2(cr)
	CoSe2 = Co+2 + 2HSe- - H2O + 0.500O2
	log_k	-66.08
	delta_h	356.263 
	analytic	-3.66549E+0 0E+0 -1.86089E+4 0E+0 0E+0 
	# source	sit.dat
Coffinite
	U(SiO4) = U+4 - 4H+ + H4(SiO4)
	log_k	-7.8
	delta_h	-61.070 
	analytic	-1.8499E+1 0E+0 3.1899E+3 0E+0 0E+0 
	# source	sit.dat
Coffinite(am)
	U(SiO4) = U+4 - 4H+ + H4(SiO4)
	log_k	-1.5
	analytic	-1.5E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Compreignacite
	K2(UO2)6O4(OH)6:7H2O = 2K+ + 6UO2+2 - 14H+ + 17H2O
	log_k	35.8
	analytic	3.58E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
Corundum
	Al2O3 = 2Al+3 - 6H+ + 3H2O
	log_k	18.3
	delta_h	-258.590 
	analytic	-2.7003E+1 0E+0 1.35071E+4 0E+0 0E+0 
	# source	sit.dat
Cotunnite
	PbCl2 = Pb+2 + 2Cl-
	log_k	-4.81
	delta_h	26.160 
	analytic	-2.26971E-1 0E+0 -1.36643E+3 0E+0 0E+0 
	# source	sit.dat
Cr(OH)2(H2PO4)(s)
	Cr(OH)2(H2PO4) = H2(PO4)- + Cr+3 + 2H2O - 2H+
	log_k	0.89
	delta_h	-5.080 
	analytic	2.3509E-5 0E+0 2.65346E+2 0E+0 0E+0 
	# source	sit.dat
Cr(OH)2(cr)
	Cr(OH)2 = - 2H+ + Cr+2 + 2H2O
	log_k	11.0
	delta_h	-75.459 
	analytic	-2.21983E+0 0E+0 3.94149E+3 0E+0 0E+0 
	# source	sit.dat
Cr(OH)3(cr)
	Cr(OH)3 = - 3H+ + Cr+3 + 3H2O
	log_k	7.5
	delta_h	-104.751 
	analytic	-1.08516E+1 0E+0 5.47152E+3 0E+0 0E+0 
	# source	sit.dat
Cr(s)
	Cr = 2H+ + CrO4-2 - H2O - 1.500O2
	log_k	89.66
	delta_h	-574.989 
	analytic	-1.10736E+1 0E+0 3.00337E+4 0E+0 0E+0 
	# source	sit.dat
Cr2(SO4)3(s)
	Cr2(SO4)3 = 3SO4-2 + 2Cr+3
	log_k	4.38
	delta_h	-277.720 
	analytic	-4.42744E+1 0E+0 1.45063E+4 0E+0 0E+0 
	# source	sit.dat
Cr2O3(cr)
	Cr2O3 = - 6H+ + 2Cr+3 + 3H2O
	log_k	7.75
	delta_h	-198.000 
	analytic	-2.69381E+1 0E+0 1.03422E+4 0E+0 0E+0 
	# source	sit.dat
Cr2S3(s)
	Cr2S3 = - 3H+ + 3HS- + 2Cr+3
	log_k	3.26
	delta_h	-195.200 
	analytic	-3.09375E+1 0E+0 1.0196E+4 0E+0 0E+0 
	# source	sit.dat
CrCl2(cr)
	CrCl2 = 2Cl- + Cr+2
	log_k	12.73
	delta_h	-103.500 
	analytic	-5.4024E+0 0E+0 5.40617E+3 0E+0 0E+0 
	# source	sit.dat
CrCl3(cr)
	CrCl3 = 3Cl- + Cr+3
	log_k	20.19
	delta_h	-197.300 
	analytic	-1.43754E+1 0E+0 1.03057E+4 0E+0 0E+0 
	# source	sit.dat
CrO2(cr)
	CrO2 = 2H+ + CrO4-2 - H2O - 0.500O2
	log_k	-8.69
	delta_h	10.797 
	analytic	-6.79845E+0 0E+0 -5.63966E+2 0E+0 0E+0 
	# source	sit.dat
CrO3(cr)
	CrO3 = 2H+ + CrO4-2 - H2O
	log_k	-3.02
	delta_h	-10.070 
	analytic	-4.78419E+0 0E+0 5.25992E+2 0E+0 0E+0 
	# source	sit.dat
CrPO4(green)
	CrPO4 = - 2H+ + H2(PO4)- + Cr+3
	log_k	-3.06
	analytic	-3.06E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CrPO4(purple)
	CrPO4 = - 2H+ + H2(PO4)- + Cr+3
	log_k	2.56
	analytic	2.56E+0 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CrS(s)
	CrS = - H+ + HS- + Cr+2
	log_k	1.66
	delta_h	-38.800 
	analytic	-5.13746E+0 0E+0 2.02666E+3 0E+0 0E+0 
	# source	sit.dat
Cristobalite
	SiO2 = H4(SiO4) - 2H2O
	log_k	-3.16
	delta_h	16.500 
	analytic	-2.69328E-1 0E+0 -8.61854E+2 0E+0 0E+0 
	# source	sit.dat
Crocoite
	PbCrO4 = Pb+2 + CrO4-2
	log_k	-12.55
	delta_h	48.940 
	analytic	-3.97609E+0 0E+0 -2.55631E+3 0E+0 0E+0 
	# source	sit.dat
Cronstedtite-Th
	Fe4SiO5(OH)4 = 2Fe+3 + 2Fe+2 - 10H+ + H4(SiO4) + 5H2O
	log_k	16.11
	delta_h	-253.794 
	analytic	-2.83527E+1 0E+0 1.32566E+4 0E+0 0E+0 
	# source	sit.dat
Cs(s)
	Cs = Cs+ + 0.500H2O - H+ - 0.250O2
	log_k	72.555
	delta_h	-397.882 
	analytic	2.84926E+0 0E+0 2.07828E+4 0E+0 0E+0 
	# source	sit.dat
Cs2(CO3)(s)
	Cs2(CO3) = 2Cs+ + CO3-2
	log_k	9.9
	delta_h	-55.348 
	analytic	2.03461E-1 0E+0 2.89102E+3 0E+0 0E+0 
	# source	sit.dat
Cs2(SO4)(s)
	Cs2(SO4) = 2Cs+ + SO4-2
	log_k	0.58
	delta_h	17.756 
	analytic	3.69071E+0 0E+0 -9.27459E+2 0E+0 0E+0 
	# source	sit.dat
Cs2MoO4(s)
	Cs2MoO4 = 2Cs+ + MoO4-2
	log_k	2.21
	delta_h	1.581 
	analytic	2.48698E+0 0E+0 -8.25813E+1 0E+0 0E+0 
	# source	sit.dat
Cs2O(s)
	Cs2O = 2Cs+ - 2H+ + H2O
	log_k	89.68
	delta_h	-456.100 
	analytic	9.77483E+0 0E+0 2.38237E+4 0E+0 0E+0 
	# source	sit.dat
CsBr(cr)
	CsBr = Cs+ + Br-
	log_k	0.72
	delta_h	26.190 
	analytic	5.30828E+0 0E+0 -1.368E+3 0E+0 0E+0 
	# source	sit.dat
CsCl(cr)
	CsCl = Cs+ + Cl-
	log_k	1.55
	delta_h	17.230 
	analytic	4.56856E+0 0E+0 -8.99984E+2 0E+0 0E+0 
	# source	sit.dat
Cu(SeO3):2H2O(s)
	Cu(SeO3):2H2O = Cu+2 + SeO3-2 + 2H2O
	log_k	-9.5
	delta_h	-15.320 
	analytic	-1.21839E+1 0E+0 8.00218E+2 0E+0 0E+0 
	# source	sit.dat
Cu(SeO4):5H2O(s)
	Cu(SeO4):5H2O = Cu+2 + SeO4-2 + 5H2O
	log_k	-2.44
	delta_h	5.580 
	analytic	-1.46243E+0 0E+0 -2.91463E+2 0E+0 0E+0 
	# source	sit.dat
Cu(cr)
	Cu = Cu+2 + H2O - 2H+ - 0.500O2
	log_k	31.6
	delta_h	-214.863 
	analytic	-6.04233E+0 0E+0 1.12231E+4 0E+0 0E+0 
	# source	sit.dat
Cu2Se(alfa)
	Cu2Se = 2Cu+ - H+ + HSe-
	log_k	-45.89
	delta_h	216.940 
	analytic	-7.8838E+0 0E+0 -1.13315E+4 0E+0 0E+0 
	# source	sit.dat
Cu3(AsO4)2(s)
	Cu3(AsO4)2 = 3Cu+2 + 2AsO4-3
	log_k	-34.88
	analytic	-3.488E+1 0E+0 0E+0 0E+0 0E+0 
	# source	sit.dat
CuSe(alfa)
	CuSe = Cu+2 - H+ + HSe-
	log_k	-25.46
	delta_h	118.700 
	analytic	-4.66468E+0 0E+0 -6.20012E+3 0E+0 0E+0 
	# source	sit.dat
CuSe(beta)
	CuSe = Cu+2 - H+ + HSe-
	log_k	-25.13
	delta_h	116.000 
	analytic	-4.8077E+0 0E+0 -6.05909E+3 0E+0 0E+0 
	# source	sit.dat
Dawsonite
	NaAl(CO3)(OH)2 = Na+ + Al+3 - 2H+ + CO3-2 + 2H2O
	log_k	-6.0
	delta_h	-61.630 
	analytic	-1.67971E+1 0E+0 3.21915E+3 0E+0 0E+0 
	# source	sit.dat
Diaspore
	AlO(OH) = Al+3 - 3H+ + 2H2O
	log_k	6.86
	delta_h	-108.760 
	analytic	-1.21939E+1 0E+0 5.68092E+3 0E+0 0E+0 
	# source	sit.dat
Dickite
	Al2Si2O5(OH)4 = 2Al+3 - 6H+ + 2H4(SiO4) + H2O
	log_k	9.39
	delta_h	-185.218 
	analytic	-2.30588E+1 0E+0 9.6746E+3 0E+0 0E+0 
	# source	sit.dat
Dolomite
	CaMg(CO3)2 = Ca+2 + Mg+2 + 2CO3-2
	log_k	-17.12
	delta_h	-35.960 
	analytic	-2.34199E+1 0E+0 1.87832E+3 0E+0 0E+0 
	# source	sit.dat
Downeyite
	SeO2 = 2H+ + SeO3-2 - H2O
	log_k	-8.15
	delta_h	4.060 
	analytic	-7.43872E+0 0E+0 -2.12068E+2 0E+0 0E+0 
	# source	sit.dat
Eastonite
	KMg2Al3Si2O10(OH)2 = 2Mg+2 + K+ + 3Al+3 - 14H+ + 2H4(SiO4) + 4H2O
	log_k	46.32
	delta_h	-518.108 
	analytic	-4.44485E+1 0E+0 2.70626E+4 0E+0 0E+0 
	# source	sit.dat
Epsonite
	Mg(SO4):7H2O = Mg+2 + SO4-2 + 7H2O
	log_k	-1.88
	delta_h	10.990 
	analytic	4.53625E-2 0E+0 -5.74047E+2 0E+0 0E+0 
	# source	sit.dat
Ettringite
	Ca6Al2(SO4)3(OH)12:26H2O = 6Ca+2 + 2Al+3 - 12H+ + 3SO4-2 + 38H2O
	log_k	56.97
	delta_h	-379.830 
	analytic	-9.57326E+0 0E+0 1.98399E+4 0E+0 0E+0 
	# source	sit.dat
Ettringite-Fe
	Ca6Fe2(SO4)3(OH)12:26H2O = 6Ca+2 + 2Fe+3 - 12H+ + 3SO4-2 + 38H2O
	log_k	54.55
	delta_h	-343.754 
	analytic	-5.67303E+0 0E+0 1.79555E+4 0E+0 0E+0 
	# source	sit.dat
Eu(CO3)(OH)(cr)
	Eu(CO3)(OH) = Eu+3 - H+ + CO3-2 + H2O
	log_k	-9.63
	delta_h	-43.391 
	analytic	-1.72318E+1 0E+0 2.26647E+3 0E+0 0E+0 
	# source	sit.dat
Eu(CO3)(OH):0.5H2O(s)
	Eu(CO3)(OH):0.5H2O = Eu+3 - H+ + CO3-2 + 1.500H2O
	log_k	-7.8
	delta_h	-55.906 
	analytic	-1.75943E+1 0E+0 2.92017E+3 0E+0 0E+0 
	# source	sit.dat
Eu(NO3)3:6H2O(s)
	Eu(NO3)3:6H2O = Eu+3 + 3NO3- + 6H2O
	log_k	1.84
	delta_h	16.839 
	analytic	4.79006E+0 0E+0 -8.79561E+2 0E+0 0E+0 
	# source	sit.dat
Eu(OH)3(am)
